date,adj_close,close,high,low,open,volume
1980-04-29,2.004931927,3.639081001,3.692596912,3.639081001,3.639081001,74744.0
1980-04-30,2.012302876,3.652460098,3.705975056,3.652460098,3.652460098,3737.0
1980-05-01,2.019674063,3.665838957,3.719353914,3.665838957,3.665838957,934.0
1980-05-05,2.03441596,3.692596912,3.746112108,3.692596912,3.692596912,14015.0
1980-05-06,2.078641653,3.772870064,3.826385975,3.772870064,3.772870064,5606.0
1980-05-08,2.086013317,3.786248922,3.839765072,3.786248922,3.786248922,7474.0
1980-05-09,2.093384504,3.799628019,3.85314393,3.799628019,3.799628019,15883.0
1980-05-12,2.137610197,3.879901886,3.933418036,3.879901886,3.879901886,41109.0
1980-05-13,2.137610197,3.879901886,3.933418036,3.879901886,3.879901886,1869.0
1980-05-14,2.137610197,3.879901886,3.933418036,3.879901886,3.879901886,7474.0
1980-05-16,2.086013317,3.786248922,3.839765072,3.786248922,3.839765072,55124.0
1980-05-19,2.108125687,3.826385975,3.879901886,3.826385975,3.826385975,29898.0
1980-05-20,2.152353287,3.90666008,3.960175991,3.90666008,3.90666008,934.0
1980-05-21,2.167095184,3.933418036,3.986933947,3.933418036,3.933418036,5606.0
1980-05-22,2.167095184,3.933418036,3.986933947,3.933418036,3.933418036,3737.0
1980-05-23,2.189208269,3.973555088,4.027070999,3.973555088,3.973555088,13080.0
1980-05-27,2.211322069,4.013691902,4.067207813,4.013691902,4.013691902,5606.0
1980-05-28,2.181837797,3.960175991,4.013691902,3.960175991,4.013691902,4672.0
1980-05-30,2.174466372,3.946796894,4.000312805,3.946796894,3.960175991,6540.0
1980-06-02,2.181837797,3.960175991,4.013691902,3.960175991,3.960175991,934.0
1980-06-03,2.181837797,3.960175991,4.013691902,3.960175991,3.960175991,18686.0
1980-06-04,2.189208269,3.973555088,4.027070999,3.973555088,3.973555088,8409.0
1980-06-06,2.203950882,4.000312805,4.053829193,4.000312805,4.000312805,2803.0
1980-06-09,2.226064682,4.040450096,4.093966007,4.040450096,4.040450096,8409.0
1980-06-10,2.233433962,4.053829193,4.107345104,4.053829193,4.053829193,2803.0
1980-06-16,2.240806103,4.067207813,4.120724201,4.067207813,4.067207813,7474.0
1980-06-17,2.226064682,4.040450096,4.093966007,4.040450096,4.067207813,934.0
1980-06-19,2.226064682,4.040450096,4.093966007,4.040450096,4.040450096,1869.0
1980-06-20,2.226064682,4.040450096,4.093966007,4.040450096,4.040450096,1869.0
1980-06-24,2.078641653,3.772870064,3.826385975,3.772870064,3.826385975,1869.0
1980-06-26,2.136137009,3.877226114,3.933418036,3.877226114,3.933418036,890.0
1980-06-30,2.066479683,3.750794888,3.806987047,3.750794888,3.806987047,8008.0
1980-07-01,2.043260813,3.708651066,3.764842987,3.708651066,3.750794888,890.0
1980-07-02,2.043260813,3.708651066,3.764842987,3.708651066,3.708651066,3559.0
1980-07-03,2.03552103,3.694602966,3.750794888,3.694602966,3.708651066,3559.0
1980-07-07,2.020042896,3.666507959,3.694602966,3.666507959,3.694602966,890.0
1980-07-08,2.012302876,3.652460098,3.694602966,3.652460098,3.666507959,9788.0
1980-07-09,2.020042896,3.666507959,3.694602966,3.666507959,3.666507959,53389.0
1980-07-10,2.167095184,3.933418036,3.975562096,3.933418036,3.933418036,5339.0
1980-07-14,2.097438574,3.806987047,3.849129915,3.806987047,3.849129915,7118.0
1980-07-15,2.081959724,3.778891087,3.806987047,3.778891087,3.806987047,1780.0
1980-07-17,2.097438574,3.806987047,3.835083008,3.806987047,3.806987047,4449.0
1980-07-18,2.081959724,3.778891087,3.806987047,3.778891087,3.806987047,890.0
1980-07-21,2.074219465,3.764842987,3.792938948,3.764842987,3.778891087,2669.0
1980-07-23,2.051000595,3.722698927,3.764842987,3.722698927,3.764842987,890.0
1980-07-25,2.043260813,3.708651066,3.736747026,3.708651066,3.722698927,890.0
1980-07-28,2.027782202,3.680555105,3.722698927,3.680555105,3.708651066,3559.0
1980-07-30,2.027782202,3.680555105,3.722698927,3.680555105,3.680555105,890.0
1980-08-01,2.043260813,3.708651066,3.736747026,3.708651066,3.708651066,890.0
1980-08-04,2.058740377,3.736747026,3.764842987,3.736747026,3.736747026,2669.0
1980-08-05,2.043260813,3.708651066,3.750794888,3.708651066,3.736747026,1780.0
1980-08-11,2.03552103,3.694602966,3.722698927,3.694602966,3.708651066,7118.0
1980-08-12,2.066479683,3.750794888,3.792938948,3.750794888,3.750794888,38262.0
1980-08-13,2.074219465,3.764842987,3.806987047,3.764842987,3.764842987,11568.0
1980-08-14,2.089699268,3.792938948,3.835083008,3.792938948,3.792938948,3559.0
1980-08-18,2.136137009,3.877226114,3.891273975,3.877226114,3.877226114,1780.0
1980-08-19,2.136137009,3.877226114,3.905322075,3.877226114,3.877226114,1780.0
1980-08-20,2.143875837,3.891273975,3.933418036,3.891273975,3.891273975,8008.0
1980-08-21,2.143875837,3.891273975,3.933418036,3.891273975,3.891273975,10678.0
1980-08-25,2.159355879,3.919369936,3.961513996,3.919369936,3.919369936,1780.0
1980-08-26,2.205793858,4.003657818,4.045801163,4.003657818,4.003657818,3559.0
1980-08-27,2.190314054,3.975562096,4.003657818,3.975562096,4.003657818,19576.0
1980-08-28,2.190314054,3.975562096,4.017705917,3.975562096,3.975562096,890.0
1980-09-02,2.198053837,3.989609957,4.031753063,3.989609957,3.989609957,7118.0
1980-09-04,2.198053837,3.989609957,4.017705917,3.989609957,3.989609957,11568.0
1980-09-05,2.182574987,3.961513996,4.003657818,3.961513996,3.989609957,3559.0
1980-09-09,2.190314054,3.975562096,4.031753063,3.975562096,3.975562096,4449.0
1980-09-10,2.198053837,3.989609957,4.003657818,3.989609957,3.989609957,1780.0
1980-09-11,2.213533401,4.017705917,4.045801163,4.017705917,4.017705917,8008.0
1980-09-12,2.229011774,4.045801163,4.059848785,4.045801163,4.045801163,12457.0
1980-09-15,2.306409121,4.186281204,4.214375973,4.186281204,4.186281204,6229.0
1980-09-16,2.306409121,4.186281204,4.228424072,4.186281204,4.186281204,5339.0
1980-09-17,2.306409121,4.186281204,4.214375973,4.186281204,4.186281204,1780.0
1980-09-18,2.290929079,4.158185005,4.172233105,4.158185005,4.172233105,1780.0
1980-09-19,2.252230644,4.087944984,4.116041183,4.087944984,4.116041183,1780.0
1980-09-22,2.190314054,3.975562096,4.003657818,3.975562096,4.003657818,3559.0
1980-09-23,2.159355879,3.919369936,3.947465897,3.919369936,3.947465897,9788.0
1980-09-24,2.159355879,3.919369936,3.947465897,3.919369936,3.919369936,890.0
1980-09-25,2.17483449,3.947465897,3.961513996,3.947465897,3.947465897,5339.0
1980-09-30,2.198053837,3.989609957,4.003657818,3.989609957,3.989609957,7118.0
1980-10-01,2.229011774,4.045801163,4.045801163,4.045801163,4.045801163,28474.0
1980-10-02,2.252230644,4.087944984,4.130088806,4.087944984,4.087944984,23135.0
1980-10-03,2.345107079,4.256519794,4.284615993,4.256519794,4.256519794,55168.0
1980-10-06,2.445721149,4.439143181,4.467238903,4.439143181,4.439143181,10678.0
1980-10-07,2.422502756,4.396998882,4.425095081,4.396998882,4.425095081,6229.0
1980-10-08,2.422502756,4.396998882,4.425095081,4.396998882,4.396998882,12457.0
1980-10-09,2.414762974,4.382952213,4.411046982,4.382952213,4.396998882,8898.0
1980-10-10,2.422502756,4.396998882,4.411046982,4.396998882,4.396998882,8008.0
1980-10-13,2.530857086,4.593669891,4.607717991,4.593669891,4.593669891,41821.0
1980-10-14,2.585035563,4.692006111,4.720101833,4.692006111,4.692006111,26694.0
1980-10-15,2.600514412,4.720101833,4.762245178,4.720101833,4.720101833,31143.0
1980-10-16,2.615992785,4.748197079,4.776292801,4.748197079,4.748197079,890.0
1980-10-17,2.600514412,4.720101833,4.748197079,4.720101833,4.748197079,3559.0
1980-10-20,2.53859663,4.607717991,4.63581419,4.607717991,4.63581419,1780.0
1980-10-21,2.523117065,4.579621792,4.607717991,4.579621792,4.607717991,8898.0
1980-10-22,2.53859663,4.607717991,4.63581419,4.607717991,4.607717991,4449.0
1980-10-23,2.499900103,4.537478924,4.565574169,4.537478924,4.565574169,4449.0
1980-10-27,2.45346117,4.453190804,4.467238903,4.453190804,4.467238903,890.0
1980-10-28,2.437982559,4.425095081,4.439143181,4.425095081,4.439143181,7118.0
1980-10-30,2.45346117,4.453190804,4.481287003,4.453190804,4.453190804,2669.0
1980-10-31,2.45346117,4.453190804,4.467238903,4.453190804,4.453190804,4449.0
1980-11-03,2.445721149,4.439143181,4.467238903,4.439143181,4.453190804,4449.0
1980-11-05,2.290929079,4.158185005,4.186281204,4.158185005,4.186281204,4449.0
1980-11-07,2.25997138,4.101993084,4.130088806,4.101993084,4.130088806,14237.0
1980-11-10,2.314148664,4.200328827,4.214375973,4.200328827,4.200328827,73854.0
1980-11-11,2.298668623,4.172233105,4.186281204,4.172233105,4.186281204,6229.0
1980-11-12,2.236751318,4.059848785,4.087944984,4.059848785,4.087944984,3559.0
1980-11-13,2.229011774,4.045801163,4.101993084,4.045801163,4.059848785,2669.0
1980-11-14,2.213533401,4.017705917,4.031753063,4.017705917,4.031753063,28474.0
1980-11-17,2.198053837,3.989609957,4.017705917,3.989609957,4.017705917,1780.0
1980-11-18,2.151615858,3.905322075,3.933418036,3.905322075,3.933418036,1780.0
1980-11-19,2.159355879,3.919369936,3.961513996,3.919369936,3.919369936,5339.0
1980-11-20,2.182574987,3.961513996,3.989609957,3.961513996,3.961513996,5339.0
1980-11-21,2.167095184,3.933418036,3.961513996,3.933418036,3.961513996,890.0
1980-11-24,2.159355879,3.919369936,3.961513996,3.919369936,3.933418036,1780.0
1980-11-25,2.159355879,3.919369936,3.961513996,3.919369936,3.919369936,1780.0
1980-11-28,2.151615858,3.905322075,3.947465897,3.905322075,3.919369936,8898.0
1980-12-01,2.136137009,3.877226114,3.905322075,3.877226114,3.905322075,48050.0
1980-12-02,2.143875837,3.891273975,3.933418036,3.891273975,3.891273975,46270.0
1980-12-03,2.143875837,3.891273975,3.919369936,3.891273975,3.891273975,890.0
1980-12-04,2.17483449,3.947465897,3.975562096,3.947465897,3.947465897,6229.0
1980-12-05,2.167095184,3.933418036,3.961513996,3.933418036,3.947465897,20466.0
1980-12-08,2.213533401,4.017705917,4.031753063,4.017705917,4.017705917,38262.0
1980-12-09,2.182574987,3.961513996,3.989609957,3.961513996,3.989609957,2669.0
1980-12-10,2.190314054,3.975562096,3.989609957,3.975562096,3.975562096,6229.0
1980-12-11,2.17483449,3.947465897,3.989609957,3.947465897,3.975562096,1780.0
1980-12-15,2.198053837,3.989609957,4.017705917,3.989609957,3.989609957,1780.0
1980-12-16,2.182574987,3.961513996,3.989609957,3.961513996,3.989609957,5339.0
1980-12-18,2.17483449,3.947465897,3.975562096,3.947465897,3.961513996,7118.0
1980-12-19,2.167095184,3.933418036,3.947465897,3.933418036,3.947465897,6229.0
1980-12-23,2.167095184,3.933418036,3.961513996,3.933418036,3.933418036,7118.0
1980-12-24,2.198053837,3.989609957,4.003657818,3.989609957,3.989609957,4449.0
1980-12-26,2.198053837,3.989609957,4.031753063,3.989609957,3.989609957,3559.0
1980-12-29,2.221271276,4.031753063,4.045801163,4.031753063,4.031753063,8898.0
1980-12-31,2.25997138,4.101993084,4.130088806,4.101993084,4.101993084,3559.0
1981-01-05,2.290929079,4.158185005,4.186281204,4.158185005,4.158185005,7118.0
1981-01-06,2.306409121,4.186281204,4.200328827,4.186281204,4.186281204,12457.0
1981-01-07,2.283189297,4.144136906,4.186281204,4.144136906,4.186281204,1780.0
1981-01-08,2.290929079,4.158185005,4.186281204,4.158185005,4.158185005,4449.0
1981-01-09,2.283189297,4.144136906,4.172233105,4.144136906,4.158185005,1780.0
1981-01-12,2.275449991,4.130088806,4.158185005,4.130088806,4.144136906,1780.0
1981-01-13,2.2444911,4.073896885,4.116041183,4.073896885,4.116041183,1780.0
1981-01-14,2.25997138,4.101993084,4.116041183,4.101993084,4.101993084,21355.0
1981-01-15,2.25997138,4.101993084,4.130088806,4.101993084,4.101993084,8898.0
1981-01-16,2.25997138,4.101993084,4.130088806,4.101993084,4.101993084,4449.0
1981-01-19,2.25997138,4.101993084,4.144136906,4.101993084,4.101993084,1780.0
1981-01-20,2.267710209,4.116041183,4.144136906,4.116041183,4.116041183,6229.0
1981-01-21,2.298668623,4.172233105,4.200328827,4.172233105,4.172233105,4449.0
1981-01-22,2.298668623,4.172233105,4.186281204,4.172233105,4.172233105,8008.0
1981-01-23,2.275449991,4.130088806,4.158185005,4.130088806,4.158185005,1780.0
1981-01-26,2.25997138,4.101993084,4.130088806,4.101993084,4.130088806,3559.0
1981-01-29,2.252230644,4.087944984,4.130088806,4.087944984,4.101993084,890.0
1981-01-30,2.290929079,4.158185005,4.186281204,4.158185005,4.158185005,8898.0
1981-02-02,2.314148664,4.200328827,4.242472172,4.200328827,4.200328827,9788.0
1981-02-05,2.290929079,4.158185005,4.172233105,4.158185005,4.172233105,16017.0
1981-02-09,2.267710209,4.116041183,4.144136906,4.116041183,4.144136906,890.0
1981-02-10,2.267710209,4.116041183,4.144136906,4.116041183,4.116041183,2669.0
1981-02-11,2.25997138,4.101993084,4.130088806,4.101993084,4.116041183,10678.0
1981-02-12,2.275449991,4.130088806,4.158185005,4.130088806,4.130088806,3559.0
1981-02-17,2.213533401,4.017705917,4.045801163,4.017705917,4.045801163,1780.0
1981-02-18,2.205793858,4.003657818,4.031753063,4.003657818,4.017705917,1780.0
1981-02-19,2.17483449,3.947465897,3.975562096,3.947465897,3.975562096,8008.0
1981-02-20,2.159355879,3.919369936,3.961513996,3.919369936,3.947465897,16906.0
1981-02-23,2.136137009,3.877226114,3.919369936,3.877226114,3.919369936,1780.0
1981-02-25,2.136137009,3.877226114,3.905322075,3.877226114,3.877226114,1780.0
1981-02-26,2.159355879,3.919369936,3.947465897,3.919369936,3.919369936,3559.0
1981-02-27,2.143875837,3.891273975,3.919369936,3.891273975,3.919369936,1780.0
1981-03-02,2.143875837,3.891273975,3.919369936,3.891273975,3.891273975,7118.0
1981-03-04,2.252230644,4.087944984,4.130088806,4.087944984,4.087944984,49829.0
1981-03-05,2.267710209,4.116041183,4.144136906,4.116041183,4.116041183,18686.0
1981-03-06,2.383805037,4.326759815,4.354856014,4.326759815,4.326759815,8008.0
1981-03-09,2.337366104,4.242472172,4.284615993,4.242472172,4.284615993,890.0
1981-03-10,2.337366104,4.242472172,4.270567894,4.242472172,4.242472172,3559.0
1981-03-11,2.314148664,4.200328827,4.228424072,4.200328827,4.228424072,10678.0
1981-03-12,2.314148664,4.200328827,4.228424072,4.200328827,4.200328827,26694.0
1981-03-13,2.314148664,4.200328827,4.242472172,4.200328827,4.200328827,13347.0
1981-03-16,2.461201191,4.467238903,4.481287003,4.467238903,4.467238903,14237.0
1981-03-17,2.437982559,4.425095081,4.453190804,4.425095081,4.453190804,3559.0
1981-03-18,2.445721149,4.439143181,4.481287003,4.439143181,4.439143181,5339.0
1981-03-20,2.461201191,4.467238903,4.495335102,4.467238903,4.467238903,14237.0
1981-03-23,2.53859663,4.607717991,4.62176609,4.607717991,4.607717991,8008.0
1981-03-24,2.569556475,4.663909912,4.692006111,4.663909912,4.663909912,41821.0
1981-03-25,2.569556475,4.663909912,4.677958012,4.663909912,4.663909912,16017.0
1981-03-26,2.445721149,4.439143181,4.481287003,4.439143181,4.481287003,6229.0
1981-03-27,2.414762974,4.382952213,4.425095081,4.382952213,4.425095081,1780.0
1981-03-30,2.414762974,4.382952213,4.425095081,4.382952213,4.382952213,2669.0
1981-03-31,2.407023668,4.368904114,4.411046982,4.368904114,4.382952213,1780.0
1981-04-01,2.476679564,4.495335102,4.509383202,4.495335102,4.495335102,34703.0
1981-04-02,2.523117065,4.579621792,4.607717991,4.579621792,4.579621792,30254.0
1981-04-03,2.499900103,4.537478924,4.579621792,4.537478924,4.579621792,6229.0
1981-04-06,2.492159128,4.523430824,4.551527023,4.523430824,4.537478924,11568.0
1981-04-07,2.523117065,4.579621792,4.607717991,4.579621792,4.579621792,9788.0
1981-04-08,2.778525829,5.043203831,5.07130003,5.043203831,5.043203831,30254.0
1981-04-09,2.716608763,4.930819988,4.97296381,4.930819988,4.97296381,12457.0
1981-04-10,2.639212132,4.7903409,4.818437099,4.7903409,4.818437099,17796.0
1981-04-13,2.801744461,5.085348129,5.113442898,5.085348129,5.085348129,14237.0
1981-04-14,2.832703829,5.141539097,5.169634819,5.141539097,5.141539097,19576.0
1981-04-15,2.739828587,4.97296381,5.001060009,4.97296381,5.001060009,890.0
1981-04-16,2.801744461,5.085348129,5.113442898,5.085348129,5.085348129,1780.0
1981-04-20,2.778525829,5.043203831,5.085348129,5.043203831,5.085348129,2669.0
1981-04-21,2.855921745,5.183682919,5.225827217,5.183682919,5.183682919,16017.0
1981-04-22,3.157767534,5.731552124,5.745600224,5.731552124,5.731552124,27584.0
1981-04-23,3.033933401,5.506784916,5.548929214,5.506784916,5.548929214,6229.0
1981-04-24,3.00297451,5.450593948,5.478689194,5.450593948,5.478689194,15127.0
1981-04-27,2.941058159,5.338210106,5.352258205,5.338210106,5.352258205,13347.0
1981-04-28,3.026194096,5.492736816,5.506784916,5.492736816,5.492736816,3559.0
1981-04-29,3.018453836,5.478689194,5.506784916,5.478689194,5.492736816,8898.0
1981-04-30,3.095851421,5.619169235,5.661312103,5.619169235,5.619169235,20466.0
1981-05-01,3.281600952,5.956318855,5.984415054,5.956318855,5.956318855,2669.0
1981-05-04,3.095851421,5.619169235,5.661312103,5.619169235,5.661312103,22245.0
1981-05-05,3.0648911,5.562976837,5.605121136,5.562976837,5.605121136,14237.0
1981-05-06,2.972017288,5.394402027,5.422498226,5.394402027,5.422498226,8008.0
1981-05-07,2.824962616,5.127490997,5.155587196,5.127490997,5.155587196,7118.0
1981-05-08,2.902360678,5.267971039,5.296065807,5.267971039,5.267971039,3559.0
1981-05-11,2.840441942,5.155587196,5.183682919,5.155587196,5.183682919,7118.0
1981-05-12,2.755307198,5.001060009,5.029156208,5.001060009,5.029156208,890.0
1981-05-13,2.879141331,5.225827217,5.253922939,5.225827217,5.225827217,42711.0
1981-05-14,2.755307198,5.001060009,5.029156208,5.001060009,5.029156208,31143.0
1981-05-15,2.693389416,4.88867712,4.930819988,4.88867712,4.930819988,2669.0
1981-05-18,2.646952152,4.804389,4.818437099,4.804389,4.818437099,4449.0
1981-05-19,2.577295542,4.677958012,4.706054211,4.677958012,4.706054211,890.0
1981-05-20,2.693389416,4.88867712,4.916772842,4.88867712,4.88867712,5339.0
1981-05-21,2.670171499,4.846532822,4.88867712,4.846532822,4.88867712,4449.0
1981-05-22,2.608254671,4.734149933,4.776292801,4.734149933,4.776292801,1780.0
1981-05-26,2.995235443,5.436545849,5.478689194,5.436545849,5.436545849,8898.0
1981-05-27,2.972017288,5.394402027,5.436545849,5.394402027,5.436545849,3559.0
1981-05-28,2.925579071,5.310113907,5.338210106,5.310113907,5.338210106,890.0
1981-05-29,2.925579071,5.310113907,5.352258205,5.310113907,5.310113907,4449.0
1981-06-01,3.119067907,5.661312103,5.703455925,5.661312103,5.661312103,26694.0
1981-06-02,3.041672468,5.520833015,5.562976837,5.520833015,5.562976837,890.0
1981-06-03,3.010713577,5.464641094,5.506784916,5.464641094,5.506784916,890.0
1981-06-04,2.987495661,5.422498226,5.464641094,5.422498226,5.464641094,1780.0
1981-06-05,2.948797703,5.352258205,5.380353928,5.352258205,5.380353928,890.0
1981-06-10,3.258382559,5.914175034,5.942271233,5.914175034,5.914175034,22245.0
1981-06-11,3.266121387,5.928223133,5.942271233,5.928223133,5.928223133,13347.0
1981-06-12,3.544748306,6.43394804,6.462043762,6.43394804,6.43394804,43601.0
1981-06-15,3.939468145,7.150392056,7.178487778,7.150392056,7.150392056,145039.0
1981-06-16,3.792416811,6.883481979,6.925624847,6.883481979,6.925624847,9788.0
1981-06-17,3.792416811,6.883481979,6.897529125,6.883481979,6.883481979,32033.0
1981-06-18,3.707281828,6.728953838,6.757050037,6.728953838,6.757050037,32923.0
1981-06-19,3.6995399,6.714906216,6.743001938,6.714906216,6.728953838,64956.0
1981-06-22,3.65310216,6.630619049,6.658714771,6.630619049,6.658714771,2669.0
1981-06-23,3.76145792,6.827290058,6.841338158,6.827290058,6.827290058,11568.0
1981-06-24,3.629883766,6.588475227,6.630619049,6.588475227,6.630619049,30254.0
1981-06-25,3.676322699,6.672762871,6.70085907,6.672762871,6.672762871,5339.0
1981-06-26,3.831114531,6.953721046,6.981816769,6.953721046,6.953721046,24915.0
1981-06-29,3.792416811,6.883481979,6.925624847,6.883481979,6.925624847,6229.0
1981-06-30,3.76145792,6.827290058,6.85538578,6.827290058,6.85538578,101438.0
1981-07-01,3.88529253,7.052056789,7.080152035,7.052056789,7.052056789,40042.0
1981-07-02,3.931730986,7.136343956,7.164440155,7.136343956,7.136343956,49829.0
1981-07-06,3.854334116,6.995864868,7.023961067,6.995864868,7.023961067,6229.0
1981-07-07,3.738241196,6.785146236,6.827290058,6.785146236,6.827290058,6229.0
1981-07-08,3.869812965,7.023961067,7.052056789,7.023961067,7.023961067,10678.0
1981-07-09,3.815635681,6.925624847,6.953721046,6.925624847,6.953721046,12457.0
1981-07-10,3.931730986,7.136343956,7.164440155,7.136343956,7.136343956,17796.0
1981-07-13,3.99364543,7.248726845,7.276823044,7.248726845,7.248726845,3559.0
1981-07-14,3.838855505,6.967769146,7.009912968,6.967769146,7.009912968,34703.0
1981-07-15,3.838855505,6.967769146,7.009912968,6.967769146,6.967769146,1780.0
1981-07-16,3.838855505,6.967769146,7.009912968,6.967769146,6.967769146,7118.0
1981-07-17,3.838855505,6.967769146,6.981816769,6.967769146,6.967769146,890.0
1981-07-20,3.815635681,6.925624847,6.953721046,6.925624847,6.953721046,40931.0
1981-07-22,3.7769382,6.85538578,6.897529125,6.85538578,6.897529125,6229.0
1981-07-23,3.807894945,6.911577225,6.939672947,6.911577225,6.911577225,1780.0
1981-07-24,3.916249752,7.108248234,7.122295856,7.108248234,7.108248234,32923.0
1981-07-27,3.908511639,7.094200134,7.094200134,7.094200134,7.094200134,8008.0
1981-07-28,3.823374987,6.939672947,6.981816769,6.939672947,6.981816769,5339.0
1981-07-29,3.900772572,7.080152035,7.108248234,7.080152035,7.080152035,10678.0
1981-07-30,3.900772572,7.080152035,7.122295856,7.080152035,7.080152035,890.0
1981-07-31,3.893032789,7.066104889,7.108248234,7.066104889,7.080152035,4449.0
1981-08-03,3.715020418,6.743001938,6.771098137,6.743001938,6.771098137,22245.0
1981-08-05,3.99364543,7.248726845,7.290871143,7.248726845,7.248726845,8898.0
1981-08-06,4.086522579,7.417303085,7.431350231,7.417303085,7.417303085,114786.0
1981-08-07,4.318711758,7.838739872,7.866836071,7.838739872,7.838739872,106777.0
1981-08-11,4.040084839,7.333014965,7.361111164,7.333014965,7.361111164,32923.0
1981-08-12,4.040084839,7.333014965,7.361111164,7.333014965,7.333014965,47160.0
1981-08-13,3.931730986,7.136343956,7.192535877,7.136343956,7.192535877,890.0
1981-08-17,4.024604797,7.304918766,7.347063065,7.304918766,7.304918766,11568.0
1981-08-18,3.97816658,7.220632076,7.248726845,7.220632076,7.248726845,10678.0
1981-08-19,4.016866207,7.290871143,7.333014965,7.290871143,7.290871143,17796.0
1981-08-20,4.001386642,7.262774944,7.304918766,7.262774944,7.290871143,4449.0
1981-08-24,4.040084839,7.333014965,7.375158787,7.333014965,7.333014965,19576.0
1981-08-25,3.893032789,7.066104889,7.108248234,7.066104889,7.108248234,21355.0
1981-08-26,3.893032789,7.066104889,7.094200134,7.066104889,7.066104889,9788.0
1981-08-27,3.722759724,6.757050037,6.799193859,6.757050037,6.799193859,2669.0
1981-08-28,3.622144222,6.574427128,6.61657095,6.574427128,6.61657095,1780.0
1981-08-31,3.606664658,6.546330929,6.574427128,6.546330929,6.574427128,30254.0
1981-09-01,3.467352867,6.293468952,6.321565151,6.293468952,6.321565151,21355.0
1981-09-02,3.382216215,6.138941765,6.167037964,6.138941765,6.167037964,32033.0
1981-09-03,3.544748306,6.43394804,6.462043762,6.43394804,6.43394804,21355.0
1981-09-04,3.537008524,6.41989994,6.462043762,6.41989994,6.43394804,8008.0
1981-09-08,3.622144222,6.574427128,6.60252285,6.574427128,6.574427128,48050.0
1981-09-09,3.529268742,6.405851841,6.43394804,6.405851841,6.43394804,44491.0
1981-09-10,3.529268742,6.405851841,6.43394804,6.405851841,6.405851841,51609.0
1981-09-11,3.39769578,6.167037964,6.209180832,6.167037964,6.209180832,19576.0
1981-09-15,3.513791323,6.377756119,6.405851841,6.377756119,6.377756119,2669.0
1981-09-16,3.498311996,6.349660873,6.377756119,6.349660873,6.377756119,2669.0
1981-09-17,3.537008524,6.41989994,6.44799614,6.41989994,6.41989994,1780.0
1981-09-18,3.529268742,6.405851841,6.44799614,6.405851841,6.41989994,32033.0
1981-09-22,3.420915127,6.209180832,6.237277031,6.209180832,6.237277031,4449.0
1981-09-23,3.351259232,6.082749844,6.124894142,6.082749844,6.124894142,37372.0
1981-09-24,3.165507793,5.745600224,5.773695946,5.745600224,5.773695946,9788.0
1981-09-25,3.057152271,5.548929214,5.591073036,5.548929214,5.591073036,47160.0
1981-09-28,2.716608763,4.930819988,4.958916187,4.930819988,4.958916187,67626.0
1981-09-29,2.964276791,5.380353928,5.408450127,5.380353928,5.380353928,30254.0
1981-09-30,2.809484482,5.099396229,5.127490997,5.099396229,5.127490997,10678.0
1981-10-01,2.623732567,4.762245178,4.7903409,4.762245178,4.7903409,21355.0
1981-10-02,2.677909613,4.860580921,4.88867712,4.860580921,4.860580921,18686.0
1981-10-05,2.979755163,5.408450127,5.422498226,5.408450127,5.408450127,41821.0
